time;x;y;z;roll;pitch;yaw
77.294;0.0704829355637108;0.051272482502845426;2.5015882689434386;-0.00015180620761738958;-0.0004740189763201707;-0.018446231236859293
77.299;0.0730681929376922;0.053153002674592144;2.5016500386432674;-0.00015510103844852742;-0.0004833077636258252;-0.019120595315682786
77.303;0.07339135011774756;0.05338806825054706;2.50165775984757;-0.00015551242023215665;-0.00048446901802891724;-0.019204890823767792
77.306;0.07403766448347554;0.05385819976868923;2.5016732022555193;-0.00015633514300947916;-0.0004867916313187513;-0.019373481837288847
77.308;0.0745224002627268;0.05421079872774853;2.5016847840609064;-0.00015695214938976791;-0.0004885336827049159;-0.01949992509511193
77.339;0.0748455574512731;0.05444586485305096;2.501692505264224;-0.00015736346996985933;-0.0004896950938263505;-0.019584220599223694
77.344;0.07694607922444657;0.055973797688164864;2.50174269301738;-0.0001600331183242502;-0.000497245106210878;-0.02013214137382999
77.345;0.07775397223635581;0.05656146554426103;2.501761995986115;-0.00016105913688911258;-0.0005001493467489604;-0.02034288012669477
77.346;0.07791555084023825;0.056678999207036826;2.501765856579697;-0.00016126433037724308;-0.0005007302209161618;-0.020385027876607086
77.363;0.07807712944462387;0.05679653290033142;2.501769717173225;-0.0001614695204562424;-0.0005013111037695645;-0.020427175626299195
77.365;0.07920817968975125;0.05761926962793301;2.50179674129835;-0.00016290415393634968;-0.0005053775232610216;-0.020722209876595604
77.382;0.07953133690729704;0.05785433754334748;2.501804462470456;-0.00016331367531633657;-0.000506539434678124;-0.02080650537654778
77.385;0.08195501610552616;0.059617350810070996;2.50186237124023;-0.00016638384954433092;-0.0005152548735721994;-0.021438721602483436
77.409;0.0821165947230299;0.059734885276335914;2.501866231818368;-0.0001665881534836481;-0.000515835971354069;-0.021480869350988942
77.41;0.08486343130375702;0.061732975872110234;2.5019318616382913;-0.00017006079711319891;-0.0005257159567768263;-0.02219738104204333
77.436;0.08502500993111739;0.06185051088769984;2.501935722215438;-0.0001702650394625566;-0.0005262972102131403;-0.022239528786603294
77.438;0.08841816123851985;0.06431875338053109;2.5020167941604807;-0.00017454406470285836;-0.0005385055043583951;-0.023124631421726514
77.456;0.08874131851920777;0.06455382479658751;2.5020245152960605;-0.0001749514678626645;-0.0005396683973014427;-0.02320892690599569
77.459;0.08922605444490951;0.06490643216693186;2.5020360969746727;-0.00017556115600037502;-0.0005414127981319707;-0.023335370138244924
77.489;0.08906447580241729;0.06478889634629986;2.5020322364151903;-0.0001753579300551661;-0.0005408313225850451;-0.0232932223943799
77.501;0.09391183534070931;0.06831498425593222;2.5021480531534346;-0.00018145194852553032;-0.0005582793276735569;-0.02455765462230643
77.522;0.09423499266305245;0.06855005775977492;2.5021557742675435;-0.00018185810629216235;-0.0005594428031699793;-0.024641950097194783
77.548;0.0964970939930614;0.0701955758411651;2.502209821868662;-0.0001846898874447514;-0.0005675880644930301;-0.025232018455981275
77.563;0.09471972865192765;0.06890266828391138;2.502167355882966;-0.00018246415607652756;-0.0005611880728184741;-0.024768393324921024
77.565;0.09714340868210343;0.07066572496503012;2.5022252640355642;-0.00018549868102470915;-0.0005699155901291141;-0.025400609408691748
77.593;0.0971434086819996;0.07066572495871035;2.5022252640444163;-0.00018549918678805813;-0.0005699155912603852;-0.025400609405971424
77.597;0.10150603311323282;0.07383924440066464;2.5023294985285753;-0.00019095029084505426;-0.0005856299531146723;-0.02653859828268695
77.598;0.10166761180538839;0.07395678258499912;2.502333359064232;-0.0001911521343852347;-0.0005862120861651281;-0.026580746015834017
77.628;0.10182919049823606;0.07407432079984869;2.5023372195998324;-0.00019135397446322204;-0.0005867942277606263;-0.02662289374876456
77.629;0.10506076450441941;0.07642509161213618;2.502414430150002;-0.000195381471512978;-0.0005984388296448051;-0.027465848408176445
77.645;0.10522234321227325;0.07654263047753876;2.5024182906707826;-0.00019558245908428036;-0.0005990211482493771;-0.027507996140771904
77.648;0.10699970904661439;0.07783556001670655;2.5024607563875616;-0.00019779262965072944;-0.0006054272133900162;-0.02797162118758936
77.65;0.1076460239178171;0.07830571714925753;2.502476198435204;-0.0001985945379684727;-0.000607756942779203;-0.0281402121163142
77.675;0.10780760263746446;0.07842325650868032;2.5024800589469742;-0.00019879500636030184;-0.0006083393963447336;-0.028182359847957868
77.678;0.11136233466027072;0.08100913017466049;2.502564990137519;-0.00020320133318839633;-0.0006211555142927533;-0.029109609906405286
77.706;0.11168549213530131;0.08124421033870366;2.5025727111429323;-0.00020360122133885868;-0.000622320817939455;-0.029193905364358386
77.719;0.11410917329741459;0.08300731547102547;2.5026306186601355;-0.00020659901079330992;-0.0006310616723257751;-0.029826121276659387
77.721;0.11249338583641118;0.08183191128279171;2.5025920136554816;-0.000204600880733758;-0.0006252342251884791;-0.029404644005488804
77.752;0.11410917329741459;0.08300731547102547;2.5026306186601355;-0.00020659901079330992;-0.0006310616723257751;-0.029826121276659387
77.754;0.116371275877564;0.08465288653292508;2.502684665555986;-0.00020939002399298503;-0.0006392215044978359;-0.03041618945145591
77.781;0.11669443340204126;0.08488796860876618;2.5026923865298785;-0.00020978809421796213;-0.0006403873285759942;-0.030500484904750474
77.787;0.12018288594350825;0.08745604203000001;2.5027968401936516;-0.00020619831242802575;-0.0006098012299015626;-0.03140027067793224
77.822;0.1204949967715113;0.08768815265771407;2.5028078150026722;-0.0002052687685133092;-0.0006037316823457975;-0.03147998872874471
77.831;0.12564482612249503;0.0915179956978355;2.502988899574487;-0.00018994015192845543;-0.0005035734128066562;-0.03279533503605162
77.835;0.11940260889408023;0.08687576599656999;2.5027694031778536;-0.00020852244046995965;-0.0006249747733527928;-0.031200975504475117
77.846;0.1256448261197952;0.09151799564113025;2.5029888996539875;-0.00018994469417316694;-0.000503573419895279;-0.032795335086764334
77.847;0.12751749163324802;0.09291067342417123;2.503054749647501;-0.00018442930318523387;-0.00046714731383550864;-0.033273642730132315
77.854;0.12767354710069875;0.09302673010510928;2.503060237149473;-0.00018396978711561848;-0.0004641116854734308;-0.03331350168337292
77.876;0.12548877066829853;0.0914019393582297;2.50298341215704;-0.00019040440991309834;-0.0005066088091917159;-0.03275547609943984
77.923;0.13095071218569074;0.09546392708977844;2.5031754753237556;-0.00017435455619981498;-0.00040035928661080175;-0.03415053944211339
77.924;0.13079465669292478;0.09534786978433617;2.5031699877877793;-0.00017481227059816938;-0.00040339529830950895;-0.03411068052732943
77.925;0.13095071218439333;0.09546392706340526;2.5031754753607323;-0.00017435666887364703;-0.0004003592889350865;-0.0341505394655625
77.955;0.13110676767712304;0.09557998437309125;2.5031809629340716;-0.00017390108252840654;-0.0003973232613314373;-0.034190398401197676
77.96;0.13453998883592;0.09813325287412869;2.5033016897267903;-0.00016388672321551408;-0.0003305260486592708;-0.03506729437978246
77.961;0.1346960443578741;0.09824931088535127;2.503307177312729;-0.00016343170205750302;-0.00032748960229080044;-0.035107153258060915
77.982;0.1348520998811198;0.09836536892718946;2.5033126648990547;-0.0001629766962958372;-0.0003244531377159153;-0.035147012133745666
77.983;0.13282337817930512;0.09685661677132645;2.5032413263070166;-0.00016889297190915008;-0.0003639257569178985;-0.03462884654749972
78.006;0.13297943368713583;0.0969726744457737;2.503246813888697;-0.00016843778143825207;-0.00036088951085949087;-0.034668705454317106
78.009;0.13188704515907854;0.09616027136758619;2.503208400825061;-0.00017162443785377347;-0.0003821428507618883;-0.0343896930520918
78.016;0.13297943368713583;0.0969726744457737;2.503246813888697;-0.00016843778143825207;-0.00036088951085949087;-0.034668705454317106
78.022;0.13313548919624416;0.09708873215083717;2.5032523014707646;-0.0001679826063558803;-0.00035785324658808555;-0.034708564358539425
78.034;0.13329154470663132;0.09720478988651678;2.503257789053219;-0.00016752744666274574;-0.00035481696410428077;-0.034748423260166784
78.042;0.13375971124547864;0.09755296327725198;2.503274251802905;-0.0001661620599258744;-0.00034570800738445336;-0.0348679999494804
78.07;0.13391576675592398;0.09766902103386146;2.503279739529266;-0.00016571509559535093;-0.0003426716603896147;-0.03490785893092093
78.077;0.13922165502692055;0.10161500584403027;2.503466318432954;-0.0001502976126606844;-0.0002394248335671726;-0.036263060213587536
78.078;0.13313548919624416;0.09708873215083717;2.5032523014707646;-0.0001679826063558803;-0.00035785324658808555;-0.034708564358539425
78.079;0.13297943368713583;0.0969726744457737;2.503246813888697;-0.00016843778143825212;-0.000360889510859491;-0.03466870545431711
78.11;0.13313548919545576;0.0970887321350136;2.5032523014929504;-0.00016798387396084076;-0.00035785324777963556;-0.034708564372580054
78.121;0.13329154470577692;0.09720478986937459;2.5032577890772534;-0.00016752881990144279;-0.00035481696542259987;-0.034748423275381364
78.143;0.13781715504515402;0.10057047704849045;2.50341692980058;-0.00015437380881730688;-0.0002667569128934841;-0.0359043307177341
78.157;0.14156248852685926;0.1033558918497429;2.5035486340547464;-0.0001435732769417792;-0.00019386822367144;-0.03686094298716153
78.158;0.1426548776021277;0.10416830778091879;2.503587047894767;-0.00014042806109013423;-0.00017260707546014412;-0.03713995465757969
78.183;0.14281093318971505;0.10428436732211027;2.50359253558775;-0.0001399788062633136;-0.00016956969665923158;-0.0371798134574023
78.19;0.14327909996061428;0.10463254612936164;2.5036089986690255;-0.0001386311343834114;-0.00016045745239931755;-0.03729938984151726
78.214;0.14452754472342458;0.10556102392119081;2.503652900761215;-0.0001350680218953964;-0.0001361573864358183;-0.03761826042097986
78.215;0.14827287954540005;0.10834646916243867;2.503784607031506;-0.00012437574181607265;-6.325032932010385e-05;-0.03857487108613641
78.216;0.14405937792698362;0.10521284451636455;2.5036364374783564;-0.00013640433737683032;-0.00014527004576282603;-0.03749868397572744
78.243;0.1442154335243396;0.1053289042856029;2.503641925241386;-0.00013595902428870473;-0.0001422325105937274;-0.03753854279490613
78.245;0.15186215945507756;0.11101586979045022;2.503910827068582;-0.0001142126448765725;6.628433195107219e-06;-0.039491622446295706
78.27;0.15217427078699675;0.11124799234944142;2.503921802733693;-0.0001133292840254896;1.2705289318825517e-05;-0.039571339893010496
78.272;0.15467116162098726;0.11310497671491956;2.5040096088315624;-0.00010630582323003603;6.132262121795012e-05;-0.0402090795644845
78.29;0.15498327300095283;0.11333710030727946;2.5040205846068027;-0.00010542851262272199;6.740010333631368e-05;-0.040288796982298765
78.314;0.15342271615892314;0.1121764835698292;2.503965705746155;-0.00010981568502570655;3.701339498232343e-05;-0.039890209793386824
78.322;0.15935283289722926;0.1165868427885738;2.5041742465589922;-9.320612187388247e-05;0.0001524921388598855;-0.04140484038096432
78.324;0.15389088319487015;0.11252466824198519;2.5039821694390905;-0.00010850158904592714;4.6129221189978156e-05;-0.04000978600082303
78.356;0.1542029945593699;0.11275679150980059;2.5039931452363247;-0.0001076256024687735;5.220652630357705e-05;-0.040089503459986
78.361;0.15669988567912294;0.1146137819703021;2.504080951795907;-0.00010062712303994118;0.00010082748279346694;-0.04072724285426397
78.362;0.15685594138651102;0.11472984413458233;2.504086439708725;-0.00010018982334052579;0.00010386644137382277;-0.040767101544965316
78.364;0.15701199709536387;0.11484590632947037;2.5040919276219316;-9.975253913619503e-05;0.00010690541745399496;-0.04080696023317931
78.384;0.15716805280568272;0.11496196855496613;2.5040974155355276;-9.931527042763183e-05;0.00010994441103338089;-0.040846818918906055
78.387;0.15451510592892032;0.11298891488686733;2.504004121053601;-0.00010675073416514512;5.828390065961014e-05;-0.04016922092086375
