<TITLE : Snapshot of desired_frame: Graph Dataset (YYYY-MM-DD HH:MM): 2024-03-08 16:02 >
timestamp sec, timpestamp nsecs, number_of_tags, adjacency_matrix, indexed_matrix
78; 589000000; 6; (0.0, 0.0, -4.597924700055859, 0.0, 0.0, 0.0, 0.0, 0.0, -3.1962163999888715, 0.0, 0.0, 0.0, 4.597924700055859, 3.1962163999888715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0); (10, 9, 4, 8, 7, 13)
