<TITLE : Snapshot of reference: Graph Dataset (YYYY-MM-DD HH:MM): 2024-03-06 17:29 >
timestamp sec, timpestamp nsecs, number_of_tags, adjacency_matrix, indexed_matrix
1910; 468000000; 15; (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.2647666931152344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.7545957565307617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.425226211547852, 0.0, 0.0, 0.0, 0.0, 0.0, -1.9989523887634277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7917169332504272, 2.7603538036346436, 0.0, 0.0, 0.0, 0.0, 0.0, -1.499470829963684, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7520462274551392, 1.8897045850753784, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9989523887634277, 1.499470829963684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.2487807273864746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0661544799804688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3187670707702637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.3920116424560547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.485313653945923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.7520462274551392, 0.0, 0.0, 0.0, 0.0, 2.3920116424560547, 3.485313653945923, 0.0, 0.0, 0.0, 0.0, 3.2647666931152344, 0.0, 0.0, 0.0, -1.8897045850753784, 0.0, 0.0, 0.0, 3.3187670707702637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.7917169332504272, 0.0, 0.0, 3.2487807273864746, 3.0661544799804688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7545957565307617, 4.425226211547852, -2.7603538036346436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0); (10, 11, 12, 2, 1, 0, 14, 13, 9, 8, 7, 3, 4, 6, 5)
